x1,x2,x3,x4,x5,x6,x7,y
5.906,5.327,3.446,3,1,3,1,2.62529
7.109,3.62,2.243,4,1,4,1,2.45217
5.336,2.585,6.71,4,4,4,2,4.44139
4.4,5.981,5.8640003,4,4,4,2,47.7273
7.25,2.81,6.824,1,4,3,2,6.43069
5.564,4.4960003,4.7869997,3,3,1,2,11.1061
7.979,7.703,5.12,1,4,4,1,1.92034
7.382,6.842,7.769,4,3,3,2,2.70497
3.716,3.8179998,6.485,4,3,1,2,4.90069
2.945,7.6280003,3.0440001,4,3,4,2,5.79496
7.43,7.013,5.369,1,1,4,1,2.1936
6.272,6.242,6.254,4,1,3,1,2.23202
3.014,2.216,3.092,3,4,4,1,3.97741
5.612,7.583,4.4449997,4,1,4,1,2.52714
7.409,3.0830002,4.9160004,4,4,3,2,3.33309
5.822,2.654,5.663,4,3,3,2,10.0336
2.645,6.047,7.622,3,4,3,1,2.45905
3.269,4.2139997,7.817,3,4,4,2,16.49
3.242,7.8650002,7.697,4,1,3,1,2.48601
3.275,7.295,5.597,3,4,4,2,3.23683
5.231,4.514,4.193,3,4,1,2,4.45948
3.4819999,6.107,7.103,4,1,4,2,5.89709
4.124,4.157,6.8,4,4,4,1,2.37695
3.35,6.281,3.4910002,4,4,4,1,7.36344
7.061,3.167,4.049,4,3,4,2,3.39807
2.981,4.256,6.152,3,4,4,2,15.4822
6.7070003,4.448,3.2059999,1,3,4,2,5.49768
2.993,2.3600001,2.198,3,3,4,2,5.1447
6.857,2.315,5.2609997,4,4,4,2,4.9594
2.792,4.3640003,7.76,3,4,1,2,5.73725
5.744,6.434,3.602,4,4,1,2,4.17894
2.807,3.263,5.285,4,4,3,2,3.14051
7.4240003,3.584,7.9370003,3,3,4,2,3.94035
7.976,4.1,5.618,4,3,4,2,21.9536
4.814,7.949,2.33,3,4,1,1,13.6736
2.537,7.718,6.473,1,1,3,2,3.72134
4.307,6.461,5.204,4,1,1,1,5.21765
4.082,4.082,5.693,4,4,3,1,8.16421
7.274,2.699,7.955,4,1,1,2,7.86289
5.957,2.024,3.593,4,4,4,1,4.88192
6.734,2.999,6.4370003,4,4,4,2,3.82828
2.246,2.372,3.554,1,4,4,1,4.29031
3.977,3.038,6.29,3,1,4,2,5.68217
5.495,3.9889998,3.509,4,4,1,1,9.06609
4.5080004,7.196,4.0220003,4,4,4,1,4.3693
5.855,3.35,3.707,4,3,4,1,2.92856
7.673,3.488,5.66,1,3,1,1,2.47714
6.62,7.853,6.635,3,1,4,2,2.34469
5.678,4.0880003,4.1990004,1,4,3,2,4.46108
3.0679998,3.6469998,7.406,4,4,3,1,14.973
7.373,7.139,4.925,3,3,1,2,9.29283
3.659,6.779,4.061,3,4,3,1,23.8092
7.7660003,2.477,5.8459997,1,3,1,2,2.93394
7.0490003,3.4099998,7.9040003,3,4,3,1,2.91865
7.328,2.264,6.209,3,3,1,2,4.26352
2.282,4.7869997,3.992,4,4,3,2,11.7392
2.654,7.619,3.677,3,1,3,1,2.98683
7.577,7.997,3.9650002,4,1,1,2,2.63811
6.902,4.139,2.933,4,1,4,2,19.6286
4.664,7.064,5.3,4,4,1,2,3.82226
5.9,2.573,2.204,4,3,4,2,4.77038
5.8129997,6.83,6.068,3,3,4,1,2.93832
6.338,6.752,5.384,1,4,3,2,2.76436
4.499,5.45,4.553,3,3,4,2,15.4397
5.936,7.922,6.611,4,4,4,1,3.30617
4.796,7.655,4.2860003,4,4,1,2,3.34966
6.692,3.911,7.055,4,3,4,2,44.7095
4.046,6.326,2.288,4,4,1,2,4.97138
6.281,7.538,2.783,4,4,4,1,3.79447
4.2650003,6.521,3.35,3,4,3,1,2.64918
5.177,7.127,7.16,4,1,3,2,2.72422
3.731,2.891,5.189,3,3,4,2,9.77793
5.453,2.726,4.2530003,1,4,3,2,8.10015
6.464,2.474,3.4850001,4,3,1,2,11.928
2.912,7.565,4.697,3,3,4,1,4.89281
2.5939999,4.172,2.627,4,3,4,1,19.0594
3.986,4.6879997,4.967,3,1,4,1,3.43232
2.213,6.857,6.248,1,1,3,1,3.47943
6.776,5.669,6.998,4,3,4,1,4.33029
5.168,7.433,5.75,1,3,4,1,2.44384
2.408,4.217,5.639,1,1,1,2,4.76786
2.318,5.825,6.617,4,4,1,1,8.48116
4.637,7.847,2.5939999,3,3,4,1,2.9411
2.228,5.762,2.522,3,4,1,2,15.9103
5.12,8,3.1399999,4,4,1,1,2.3832
2.441,6.623,4.418,1,1,3,1,3.43997
5.9750004,5.3389997,6.017,4,4,1,1,3.83384
7.277,4.778,3.749,4,1,1,2,3.5754
3.338,5.237,3.758,3,1,4,1,4.43702
4.394,6.2990003,5.2910004,4,3,3,2,5.77286
2.681,3.017,8,1,4,4,2,4.00164
3.8990002,6.407,2.132,4,4,3,2,12.2243
3.767,2.225,3.881,4,4,3,1,3.80353
3.3470001,7.124,6.713,3,4,4,1,2.27431
7.739,6.236,7.478,1,3,4,1,1.89861
6.962,4.6070004,3.935,3,3,3,1,2.51105
3.9559999,5.282,4.367,1,3,3,1,6.18633
4.7869997,6.4370003,6.767,1,3,1,2,8.02751
3.098,6.926,2.666,3,1,4,2,10.3732
2.225,6.731,4.9639997,1,4,3,1,19.3821
4.613,3.944,7.886,4,3,4,1,37.1587
4.874,7.364,2.396,4,1,1,2,7.36291
4.826,2.993,2.363,4,4,4,2,3.83595
3.551,7.169,4.223,4,4,3,2,3.94521
6.164,2.912,7.037,4,3,4,1,2.95808
5.933,6.449,2.771,1,4,3,2,5.33464
7.184,6.356,2.918,1,4,4,2,3.65232
5.477,6.053,2.444,4,4,3,1,7.20569
7.517,3.497,4.895,4,4,4,2,3.2831
2.96,7.349,2.135,1,4,4,1,5.52191
7.706,7.814,7.52,4,1,4,2,2.57434
2.7649999,7.067,5.528,1,4,1,2,3.31962
5.264,7.136,3.8990002,3,3,4,2,2.56973
4.889,3.0770001,5.2790003,4,1,4,2,3.29743
3.029,6.638,4.013,4,4,3,1,3.41176
6.2,3.407,6.836,1,4,3,1,2.76601
3.848,2.381,6.665,4,4,1,1,3.62273
5.48,3.668,6.692,3,4,4,1,8.95174
4.1689997,2.672,7.943,3,4,3,1,3.45031
3.509,4.376,2.039,4,1,1,2,3.07597
5.174,7.202,7.001,4,1,3,2,2.73322
7.436,6.104,3.902,4,1,4,2,3.9407
6.032,5.789,7.556,4,1,1,1,2.9781
4.013,4.5439997,6.842,3,3,4,1,3.0205
6.371,4.703,6.782,4,3,3,2,3.95705
3.074,5.222,6.179,4,3,4,2,6.04554
3.782,3.6529999,2.9029999,1,4,4,1,10.5145
2.402,2.201,2.258,1,4,4,1,4.36721
5.42,7.265,6.629,4,4,1,2,3.41426
3.3109999,6.887,4.862,1,1,1,2,3.46753
4.361,3.566,4.793,4,3,1,1,4.59682
7.721,6.6740003,3.356,4,4,3,2,5.16406
2.306,7.748,6.908,1,4,4,2,14.9853
5.9960003,5.177,4.9969997,4,4,4,1,41.77
2.024,7.427,5.303,4,3,4,2,3.27973
4.619,2.429,4.841,3,1,4,1,7.20421
6.467,5.099,3.7280002,3,4,1,2,4.38841
6.5360003,6.548,7.958,4,3,3,2,2.67064
5.696,3.5479999,7.847,1,3,4,1,3.4144
7.394,5.3780003,6.32,3,4,4,1,3.35996
3.3530002,5.24,5.585,4,4,4,2,2.19103
3.632,7.34,2.645,4,4,4,1,4.1073
2.51,4.37,2.795,4,4,4,2,2.62723
2.231,6.0230002,7.514,1,4,1,2,4.06533
4.592,4.487,3.2540002,1,4,1,1,9.55325
7.511,2.489,7.1540003,4,3,4,2,3.61275
2.633,2.186,7.415,1,4,3,1,9.41827
2.42,2.549,4.9189997,4,3,3,2,13.6597
7.64,5.318,7.232,1,1,3,1,2.0964
5.189,2.7319999,5.6870003,1,1,4,1,6.7495
7.76,7.784,5.012,4,4,4,1,3.46647
4.961,7.379,7.517,4,4,1,1,2.63112
3.575,7.328,5.2939997,3,4,3,1,5.24683
8,2.24,4.3640003,1,1,4,2,8.98029
7.772,6.659,7.34,4,3,1,1,1.87112
3.635,5.729,2.264,4,4,4,1,12.5231
4.877,4.301,2.429,4,4,4,2,2.66938
2.063,7.223,5.105,3,4,4,2,3.45628
3.341,7.247,6.101,1,1,4,2,2.90499
2.747,3.986,7.604,3,4,4,1,6.35661
7.802,4.454,7.985,3,1,4,1,2.35611
7.427,5.678,6.2660003,3,3,1,2,4.16193
2.3930001,4.9370003,5.1140003,1,4,4,1,13.1606
2.852,7.097,6.203,4,4,4,1,4.56971
4.106,7.409,4.6879997,4,4,4,2,6.86976
3.92,4.388,2.231,3,4,1,1,19.7509
5.267,3.578,2.42,1,3,1,2,14.4626
6.314,6.329,6.029,1,4,4,1,2.68421
6.947,2.813,6.848,4,4,3,1,2.81368
4.6070004,2.318,4.289,3,1,4,1,8.51959
3.1100001,4.034,3.98,4,4,4,1,2.44943
7.292,7.634,6.098,3,1,4,1,2.00474
3.356,4.895,6.821,4,3,4,1,6.94774
5.375,6.125,6.188,4,4,4,1,8.33299
4.817,2.045,4.2320004,4,1,4,1,4.20443
6.788,5.2790003,5.168,3,4,3,1,5.86752
5.2910004,2.957,7.094,1,4,1,1,6.22987
5.615,5.3719997,5.3900003,1,4,3,1,2.68152
3.1160002,4.52,3.815,1,4,3,1,6.03347
6.611,4.862,2.15,4,3,4,1,9.2366
3.449,2.339,5.054,4,4,4,1,4.22445
6.017,6.254,3.266,3,3,3,1,3.02541
2.207,4.697,5.432,3,1,3,1,6.84511
4.322,5.861,4.646,4,3,3,1,4.50513
2.171,7.1480002,4.196,3,1,1,1,3.69196
6.929,6.8450003,4.217,4,3,4,2,4.24975
3.884,2.279,7.109,1,4,4,1,3.6402
3.095,3.95,6.584,3,4,4,2,36.5154
4.604,5.165,3.659,3,1,3,2,2.96136
2.201,4.5559998,6.413,4,4,3,1,5.4885
2.9060001,7.961,7.136,4,1,4,2,6.22612
3.488,2.087,7.46,4,4,3,1,3.56357
3.038,6.413,5.804,4,4,3,1,2.86969
3.104,2.666,3.3200002,3,4,4,1,3.44067
3.2870002,2.192,3.611,4,4,3,1,3.91389
7.139,6.11,3.4250002,3,3,1,1,29.1787
2.237,7.094,3.335,4,1,1,1,3.22252
5.1140003,3.917,5.408,1,3,1,2,6.65803
6.0230002,3.533,3.056,3,4,4,1,13.726
4.091,6.338,2.234,3,1,4,2,19.8516
4.373,3.851,2.693,1,3,4,2,9.15245
4.646,6.563,7.541,4,3,1,1,2.49591
5.882,3.683,4.1029997,1,4,4,2,2.74116
6.938,3.575,6.734,3,4,4,1,10.1256
4.5410004,4.046,7.463,4,4,4,2,2.83762
4.031,4.781,7.502,4,3,4,2,7.95661
7.4900002,4.8710003,7.907,4,1,3,2,2.72798
7.1540003,5.321,4.487,1,4,4,2,5.5272
4.6280003,4.832,5.516,4,3,3,1,3.71282
7.763,6.485,5.582,3,1,4,2,2.58877
7.91,4.0550003,2.516,4,4,4,1,2.43674
5.534,3.617,2.864,1,4,3,2,6.74491
6.7400002,4.568,5.6000004,3,4,4,2,10.1676
6.125,5.48,4.676,1,4,4,2,5.28978
5.2939997,2.432,5.042,4,4,4,1,4.06291
6.233,7.394,6.533,4,1,4,1,2.55999
2.3569999,3.2870002,3.6230001,4,1,3,1,7.07635
7.67,3.1160002,6.434,4,3,4,2,3.07053
5.078,2.6,4.373,4,1,4,2,3.71302
3.071,3.17,6.539,4,3,4,1,2.77497
6.197,2.504,7.0160003,4,1,1,1,9.76986
5.7650003,4.652,2.723,4,1,3,1,5.61704
2.099,7.088,5.7320004,4,3,3,1,2.91124
4.6549997,4.241,5.609,1,1,4,1,5.8144
6.995,6.506,4.34,4,3,4,1,3.50586
3.9889998,3.572,3.395,1,1,1,2,2.87817
3.863,3.569,5.834,1,4,4,2,3.16155
3.08,2.066,3.032,3,4,1,1,9.29168
4.145,3.5809999,4.922,3,4,4,1,10.5633
4.703,2.273,7.298,1,4,4,1,3.46762
6.491,4.406,2.138,4,1,4,1,11.7347
3.062,4.304,3.8660002,1,1,4,1,2.92901
2.705,4.709,6.035,4,3,4,1,8.25976
6.158,2.69,6.0230002,3,3,3,1,9.11801
3.713,7.274,2.954,4,3,4,2,6.3479
3.365,5.141,2.927,3,4,4,2,9.68026
3.584,6.851,2.837,3,4,4,1,6.30829
4.742,5.6330004,3.26,4,4,4,1,14.2589
3.8330002,2.132,2.789,4,4,1,1,3.94025
5.546,4.616,5.414,4,3,4,2,9.7541
2.711,2.462,4.5620003,3,3,4,2,19.0905
4.2320004,4.559,2.2220001,4,4,4,2,2.51832
6.188,6.284,3.158,4,4,4,2,21.1163
4.898,6.803,2.183,3,3,4,2,4.20668
5.3780003,2.417,6.452,3,1,4,1,6.65624
3.3140001,2.816,5.612,1,1,4,1,59.6539
4.226,4.3970003,3.2810001,4,3,4,2,14.557
6.419,2.996,4.2019997,4,4,4,2,3.83211
5.5220003,4.3310003,3.449,3,3,3,1,2.86489
7.784,2.012,2.615,4,4,3,2,5.33742
4.094,4.664,7.916,4,4,1,1,5.87373
2.399,2.018,4.94,4,3,1,1,234.597
3.644,4.184,5.276,1,4,4,1,7.17883
6.485,2.171,2.342,4,4,3,2,5.20131
7.571,7.907,4.451,1,3,3,1,4.63036
3.8179998,2.105,6.065,3,4,3,1,5.90695
3.245,6.662,3.953,4,4,1,1,4.17952
5.132,5.5039997,2.672,3,3,4,2,3.65665
5.0810003,6.371,4.67,1,4,4,2,4.16296
3.563,7.943,5.288,3,4,4,1,2.40945
3.8569999,2.9029999,5.486,4,4,3,1,2.8693
5.987,6.122,7.751,4,3,4,1,3.54768
