"Column1","Column2","Column3","Column4","Column5","Column6","Column7","Column8","Column9","Column10","Column11","Column12","Column13","Column14"
"1.0027832"," 1.7825378"," 1.4395515"," 0.5928482"," 0.62974787"," 0.5523163","3","3","3","3","1","1","2","94.8459"
"1.978555"," 1.7402167"," 0.5190059"," 0.6473985"," 1.5885582"," 1.4348764","3","3","3","3","1","1","1","26.7634"
"1.0819635"," 1.7382654"," 1.3906128"," 1.3818983"," 1.5227938"," 1.6115335","3","3","3","3","1","1","1","25.301"
"0.9579345"," 1.2541834"," 1.5133519"," 1.3081598"," 1.3449742"," 1.5271741","1","1","1","1","2","1","1","41.0567"
"1.4814429"," 1.5224991"," 0.52968794"," 1.7860594"," 0.9500945"," 0.72609794","1","1","1","1","1","1","2","26.9285"
"1.0259504"," 0.83979297"," 1.622819"," 1.7391223"," 0.84838986"," 1.2992964","2","2","2","2","1","1","1","22.663"
"1.8892413"," 1.7825378"," 1.0777811"," 1.1993629"," 1.5616453"," 1.5271741","1","1","1","1","2","1","1","20.0818"
"1.8892413"," 1.7825378"," 0.93861914"," 0.5098153"," 0.8558812"," 0.6162851","1","1","1","1","2","1","2","20.0818"
"1.5643475"," 1.714532"," 1.5905956"," 0.6473985"," 0.62974787"," 1.483274","1","1","1","1","2","1","1","23.7174"
"1.0800521"," 1.7825378"," 1.4395515"," 1.4011981"," 0.62974787"," 0.5523163","3","3","3","3","1","1","2","94.8459"
"1.0656109"," 1.7382654"," 0.9247358"," 0.5226507"," 1.5227938"," 1.6115335","3","3","3","3","2","1","2","25.301"
"0.65461206"," 1.6464412"," 1.5588266"," 1.7519423"," 1.4504249"," 1.2885244","3","3","3","3","1","1","2","30.3713"
"1.3132846"," 1.2541834"," 1.1548662"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","32.6027"
"1.4814429"," 1.3672522"," 0.52968794"," 1.7860594"," 0.9500945"," 1.1360939","1","1","1","1","1","1","2","28.5611"
"1.6401603"," 1.7248085"," 0.92464745"," 1.5813239"," 1.4504249"," 1.4348764","3","3","3","3","2","1","1","28.1343"
"1.7066453"," 1.2541834"," 1.622819"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","28.0204"
"1.5727317"," 1.4866219"," 1.622819"," 1.2705914"," 0.7640125"," 1.5086231","1","1","1","1","1","1","1","25.9292"
"1.0819635"," 1.7382654"," 1.3906128"," 1.3818983"," 1.5227938"," 1.6115335","3","3","3","3","1","1","1","25.301"
"1.978555"," 1.7402167"," 0.5190059"," 0.6473985"," 1.5885582"," 1.4348764","3","3","3","3","1","1","1","26.7634"
"0.7654022"," 1.9055161"," 0.92464745"," 1.0459162"," 1.150152"," 1.129103","3","3","3","3","1","1","1","37.9652"
"1.978555"," 1.9164095"," 1.5216515"," 1.7178583"," 1.3411419"," 0.8054476","1","1","1","1","1","1","2","18.9093"
"1.5727317"," 1.4866219"," 1.0660036"," 1.4928069"," 0.7929671"," 0.84609276","1","1","1","1","1","1","1","25.9292"
"1.4423594"," 0.76420975"," 0.81041974"," 1.877902"," 1.178458"," 1.3071651","3","3","3","3","1","1","1","34.4884"
"1.8892413"," 1.6755553"," 1.2634172"," 1.2687631"," 0.6312274"," 1.2885244","3","3","3","3","2","1","1","59.9385"
"1.3598316"," 1.4866219"," 1.5588266"," 1.7519423"," 1.1597742"," 1.2885244","3","3","3","3","1","1","2","35.108"
"0.9579345"," 1.2541834"," 1.5133519"," 1.3081598"," 1.3449742"," 1.5271741","1","1","1","1","2","1","1","41.0567"
"1.4814429"," 1.5224991"," 0.52968794"," 1.7860594"," 0.9500945"," 0.72609794","1","1","1","1","1","1","2","26.9285"
"1.6825376"," 1.3049912"," 1.4576664"," 0.69391704"," 1.282494"," 0.6162851","1","1","1","1","1","1","1","27.5088"
"1.6817708"," 1.3091906"," 1.0448587"," 1.2941773"," 0.8558812"," 0.6162851","1","1","1","1","2","1","2","27.4598"
"0.6526334"," 1.124781"," 0.52968794"," 1.7860594"," 0.94653344"," 0.5683833","3","3","3","3","1","1","1","73.435"
"0.9221706"," 0.5220263"," 1.4395515"," 1.3253641"," 1.3411419"," 1.1399356","1","1","1","1","2","1","1","81.16"
"1.0259504"," 0.51580733"," 0.5147983"," 0.52823234"," 0.8710456"," 1.2992964","2","2","2","2","2","1","2","115.409"
"1.0656109"," 1.7382654"," 1.4728096"," 0.9712914"," 1.5227938"," 1.6115335","3","3","3","3","1","1","1","25.301"
"1.8892413"," 1.721343"," 1.2775071"," 1.7346067"," 0.8558812"," 1.6511346","1","1","1","1","2","1","1","20.5278"
"0.9695554"," 1.3672522"," 1.4395515"," 1.5737593"," 0.62974787"," 1.1193302","3","3","3","3","1","1","1","63.0768"
"1.0259504"," 0.83979297"," 1.622819"," 1.7391223"," 0.84838986"," 1.2992964","2","2","2","2","1","1","1","22.663"
"1.3707975"," 1.0067575"," 1.2634172"," 1.0105162"," 0.8321742"," 1.9941697","1","1","1","1","1","1","2","37.1424"
"1.8892413"," 1.7825378"," 1.0777811"," 1.1993629"," 1.5616453"," 1.5271741","1","1","1","1","2","1","1","20.0818"
"1.5643475"," 1.714532"," 1.5905956"," 0.6473985"," 0.62974787"," 1.483274","1","1","1","1","2","1","1","23.7174"
"1.0800521"," 1.7825378"," 1.4395515"," 1.4011981"," 0.62974787"," 0.5523163","3","3","3","3","1","1","2","94.8459"
"1.0656109"," 1.7382654"," 0.9247358"," 0.5226507"," 1.5227938"," 1.6115335","3","3","3","3","2","1","2","25.301"
"0.65461206"," 1.6464412"," 1.5588266"," 1.7519423"," 1.4504249"," 1.2885244","3","3","3","3","1","1","2","30.3713"
"1.3132846"," 1.2541834"," 1.1548662"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","32.6027"
"1.4814429"," 1.3672522"," 0.52968794"," 1.7860594"," 0.9500945"," 1.1360939","1","1","1","1","1","1","2","28.5611"
"1.6401603"," 1.7248085"," 0.92464745"," 1.5813239"," 1.4504249"," 1.4348764","3","3","3","3","2","1","1","28.1343"
"1.7066453"," 1.2541834"," 1.622819"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","28.0204"
"1.5727317"," 1.4866219"," 1.622819"," 1.2705914"," 0.7640125"," 1.5086231","1","1","1","1","1","1","1","25.9292"
"1.0819635"," 1.7382654"," 1.3906128"," 1.3818983"," 1.5227938"," 1.6115335","3","3","3","3","1","1","1","25.301"
"1.978555"," 1.7402167"," 0.5190059"," 0.6473985"," 1.5885582"," 1.4348764","3","3","3","3","1","1","1","26.7634"
"0.7654022"," 1.9055161"," 0.92464745"," 1.0459162"," 1.150152"," 1.129103","3","3","3","3","1","1","1","37.9652"
"1.978555"," 1.9164095"," 1.5216515"," 1.7178583"," 1.3411419"," 0.8054476","1","1","1","1","1","1","2","18.9093"
"1.5727317"," 1.4866219"," 1.0660036"," 1.4928069"," 0.7929671"," 0.84609276","1","1","1","1","1","1","1","25.9292"
"1.4423594"," 0.76420975"," 0.81041974"," 1.877902"," 1.178458"," 1.3071651","3","3","3","3","1","1","1","34.4884"
"1.8892413"," 1.6755553"," 1.2634172"," 1.2687631"," 0.6312274"," 1.2885244","3","3","3","3","2","1","1","59.9385"
"1.3598316"," 1.4866219"," 1.5588266"," 1.7519423"," 1.1597742"," 1.2885244","3","3","3","3","1","1","2","35.108"
"0.9579345"," 1.2541834"," 1.5133519"," 1.3081598"," 1.3449742"," 1.5271741","1","1","1","1","2","1","1","41.0567"
"1.4814429"," 1.5224991"," 0.52968794"," 1.7860594"," 0.9500945"," 0.72609794","1","1","1","1","1","1","2","26.9285"
"1.6825376"," 1.3049912"," 1.4576664"," 0.69391704"," 1.282494"," 0.6162851","1","1","1","1","1","1","1","27.5088"
"1.6817708"," 1.3091906"," 1.0448587"," 1.2941773"," 0.8558812"," 0.6162851","1","1","1","1","2","1","2","27.4598"
"0.6526334"," 1.124781"," 0.52968794"," 1.7860594"," 0.94653344"," 0.5683833","3","3","3","3","1","1","1","73.435"
"0.9221706"," 0.5220263"," 1.4395515"," 1.3253641"," 1.3411419"," 1.1399356","1","1","1","1","2","1","1","81.16"
"1.0259504"," 0.51580733"," 0.5147983"," 0.52823234"," 0.8710456"," 1.2992964","2","2","2","2","2","1","2","115.409"
"1.0656109"," 1.7382654"," 1.4728096"," 0.9712914"," 1.5227938"," 1.6115335","3","3","3","3","1","1","1","25.301"
"1.8892413"," 1.721343"," 1.2775071"," 1.7346067"," 0.8558812"," 1.6511346","1","1","1","1","2","1","1","20.5278"
"0.9695554"," 1.3672522"," 1.4395515"," 1.5737593"," 0.62974787"," 1.1193302","3","3","3","3","1","1","1","63.0768"
"1.0259504"," 0.83979297"," 1.622819"," 1.7391223"," 0.84838986"," 1.2992964","2","2","2","2","1","1","1","22.663"
"1.3707975"," 1.0067575"," 1.2634172"," 1.0105162"," 0.8321742"," 1.9941697","1","1","1","1","1","1","2","37.1424"
"1.8892413"," 1.7825378"," 1.0777811"," 1.1993629"," 1.5616453"," 1.5271741","1","1","1","1","2","1","1","20.0818"
"1.5643475"," 1.714532"," 1.5905956"," 0.6473985"," 0.62974787"," 1.483274","1","1","1","1","2","1","1","23.7174"
"1.0800521"," 1.7825378"," 1.4395515"," 1.4011981"," 0.62974787"," 0.5523163","3","3","3","3","1","1","2","94.8459"
"0.65461206"," 1.6464412"," 1.5588266"," 1.7519423"," 1.4504249"," 1.2885244","3","3","3","3","1","1","2","30.3713"
"1.3132846"," 1.2541834"," 1.1548662"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","32.6027"
"1.4814429"," 1.3672522"," 0.52968794"," 1.7860594"," 0.9500945"," 1.1360939","1","1","1","1","1","1","2","28.5611"
"1.6401603"," 1.7248085"," 0.92464745"," 1.5813239"," 1.4504249"," 1.4348764","3","3","3","3","2","1","1","28.1343"
"1.7066453"," 1.2541834"," 1.622819"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","28.0204"
"1.0656109"," 1.7382654"," 0.9247358"," 0.5226507"," 1.5227938"," 1.6115335","3","3","3","3","2","1","2","25.301"
"1.5727317"," 1.4866219"," 1.0660036"," 1.4928069"," 0.7929671"," 0.84609276","1","1","1","1","1","1","1","25.9292"
"1.978555"," 1.7402167"," 0.5190059"," 0.6473985"," 1.5885582"," 1.4348764","3","3","3","3","1","1","1","26.7634"
"0.9579345"," 1.2541834"," 1.5133519"," 1.3081598"," 1.3449742"," 1.5271741","1","1","1","1","2","1","1","41.0567"
"1.8892413"," 1.6755553"," 1.2634172"," 1.2687631"," 0.6312274"," 1.2885244","3","3","3","3","2","1","1","59.9385"
"1.978555"," 1.9164095"," 1.5216515"," 1.7178583"," 1.3411419"," 0.8054476","1","1","1","1","1","1","2","18.9093"
"1.4423594"," 0.76420975"," 0.81041974"," 1.877902"," 1.178458"," 1.3071651","3","3","3","3","1","1","1","34.4884"
"1.3707975"," 1.0067575"," 1.2634172"," 1.0105162"," 0.8321742"," 1.9941697","1","1","1","1","1","1","2","37.1424"
"0.7654022"," 1.9055161"," 0.92464745"," 1.0459162"," 1.150152"," 1.129103","3","3","3","3","1","1","1","37.9652"
"1.5727317"," 1.4866219"," 1.622819"," 1.2705914"," 0.7640125"," 1.5086231","1","1","1","1","1","1","1","25.9292"
"1.3598316"," 1.4866219"," 1.5588266"," 1.7519423"," 1.1597742"," 1.2885244","3","3","3","3","1","1","2","35.108"
"1.4814429"," 1.5224991"," 0.52968794"," 1.7860594"," 0.9500945"," 0.72609794","1","1","1","1","1","1","2","26.9285"
"1.6825376"," 1.3049912"," 1.4576664"," 0.69391704"," 1.282494"," 0.6162851","1","1","1","1","1","1","1","27.5088"
"0.9695554"," 1.3672522"," 1.4395515"," 1.5737593"," 0.62974787"," 1.1193302","3","3","3","3","1","1","1","63.0768"
"1.6817708"," 1.3091906"," 1.0448587"," 1.2941773"," 0.8558812"," 0.6162851","1","1","1","1","2","1","2","27.4598"
"0.6526334"," 1.124781"," 0.52968794"," 1.7860594"," 0.94653344"," 0.5683833","3","3","3","3","1","1","1","73.435"
"1.0259504"," 0.51580733"," 0.5147983"," 0.52823234"," 0.8710456"," 1.2992964","2","2","2","2","2","1","2","115.409"
"0.9221706"," 0.5220263"," 1.4395515"," 1.3253641"," 1.3411419"," 1.1399356","1","1","1","1","2","1","1","81.16"
"1.997238"," 1.7825378"," 0.92339945"," 1.1993629"," 1.5616453"," 1.5271741","1","1","1","1","2","1","2","19.5401"
"1.8892413"," 1.7825378"," 1.0777811"," 1.1993629"," 1.5616453"," 1.5271741","1","1","1","1","2","1","1","20.0818"
"1.8892413"," 1.721343"," 1.2775071"," 1.7346067"," 0.8558812"," 1.6511346","1","1","1","1","2","1","1","20.5278"
"1.0259504"," 0.83979297"," 1.622819"," 1.7391223"," 0.84838986"," 1.2992964","2","2","2","2","1","1","1","22.663"
"1.5643475"," 1.714532"," 1.5905956"," 0.6473985"," 0.62974787"," 1.483274","1","1","1","1","2","1","1","23.7174"
"1.0656109"," 1.7382654"," 1.4728096"," 0.9712914"," 1.5227938"," 1.6115335","3","3","3","3","1","1","1","25.301"
"1.5331625"," 0.8036653"," 1.1134086"," 1.5419714"," 0.89636266"," 1.1598451","3","3","3","3","2","1","2","44.7901"
"1.533628"," 1.8497813"," 1.694522"," 1.1080725"," 1.2865878"," 0.8651693","3","3","3","3","1","1","1","43.2752"
"1.0284879"," 1.9361254"," 1.8760164"," 1.7453372"," 1.5129297"," 1.7054602","3","3","3","3","1","1","1","24.6908"
"1.497272"," 1.3504329"," 1.3942342"," 1.8962331"," 1.430819"," 1.6081512","3","3","3","3","2","1","2","26.7271"
"1.5331625"," 1.3459377"," 1.1134086"," 0.70987296"," 0.89636266"," 0.7369326","2","2","2","2","2","1","2","55.242"
"1.5643475"," 1.7825378"," 1.4519048"," 1.3045262"," 1.2717044"," 1.528028","3","3","3","3","2","1","1","29.956"
"1.3716489"," 1.9947313"," 0.9259608"," 1.8026499"," 0.62974787"," 0.53767335","3","3","3","3","1","1","2","97.0284"
"0.54579085"," 1.2398167"," 0.58022004"," 1.0902259"," 1.3884498"," 1.7832236","3","3","3","3","1","1","2","25.4887"
"1.533628"," 1.8497813"," 0.5052395"," 1.063411"," 1.2713803"," 1.2405646","3","3","3","3","2","1","1","33.8781"
"0.89592934"," 1.4511554"," 0.583099"," 0.7697139"," 1.0044342"," 1.4883807","3","3","3","3","1","1","1","36.2726"
"1.3716489"," 1.8497813"," 0.583099"," 1.2179037"," 0.73282266"," 1.3897121","3","3","3","3","2","1","2","49.846"
"1.5643475"," 1.7825378"," 1.5905956"," 1.3045262"," 0.62974787"," 1.7402681","1","1","1","1","1","1","1","23.2772"
"1.5331625"," 1.4571095"," 1.1134086"," 1.1538867"," 1.4171208"," 1.9742343","3","3","3","3","2","1","1","23.6229"
"1.5331625"," 1.2684588"," 0.81481075"," 1.1538867"," 1.4171208"," 1.9742343","3","3","3","3","2","1","2","23.6229"
"1.2308723"," 1.0644363"," 1.694522"," 1.448706"," 1.5340651"," 0.5152894","1","2","1","2","1","1","1","22.1647"
"1.6465887"," 1.8833492"," 1.5905956"," 0.86916685"," 0.64932764"," 0.6996187","1","1","2","1","1","1","1","22.3238"
"0.89592934"," 1.7275722"," 1.7870361"," 1.8961003"," 0.62974787"," 1.1613955","3","3","3","3","1","1","2","62.2365"
"1.8244634"," 1.8350041"," 0.94978976"," 1.6982992"," 0.62974787"," 1.1613955","3","3","3","3","1","1","2","62.2365"
"0.59870255"," 1.9947313"," 1.2682525"," 0.94609153"," 1.3968582"," 0.8159138","3","3","3","3","1","1","2","43.7615"
"1.5553663"," 1.7825378"," 1.6037674"," 0.8049915"," 1.7664249"," 1.2771062","3","3","3","3","1","1","2","27.256"
"0.89592934"," 0.5036112"," 1.8245076"," 0.96085393"," 1.4549978"," 0.605616","3","3","3","3","1","1","2","58.4478"
"1.8244634"," 1.239177"," 1.5771043"," 0.550851"," 1.6248515"," 1.0068885","3","3","3","3","1","1","2","34.3845"
"1.978555"," 1.7825378"," 1.5905956"," 1.3045262"," 1.1448662"," 1.7402681","1","1","1","1","1","1","1","19.6295"
"0.89592934"," 1.7275722"," 1.61276"," 1.8482352"," 0.62974787"," 1.7472425","1","1","1","1","1","1","2","38.0887"
"1.7259352"," 0.9842337"," 0.7248522"," 1.1972331"," 1.2865878"," 0.8651693","3","3","3","3","2","1","2","43.2752"
"1.497272"," 1.44019"," 0.583099"," 1.2179037"," 0.73282266"," 1.0068885","3","3","3","3","1","1","2","57.2636"
"1.5331625"," 0.8036653"," 1.1134086"," 1.8962331"," 1.430819"," 1.6081512","3","3","3","3","1","1","2","26.7271"
"0.7195744"," 1.7401896"," 0.89593625"," 0.7344489"," 1.6948328"," 1.3012382","3","3","3","3","2","1","2","27.462"
"1.0545552"," 1.7275722"," 0.50467646"," 0.96085393"," 1.3635048"," 1.6081512","3","3","3","3","1","1","2","27.5314"
"1.1807272"," 1.2398167"," 1.5245098"," 1.0902259"," 1.3884498"," 1.528028","3","3","3","3","1","1","2","27.9244"
"1.0800521"," 1.7825378"," 1.4395515"," 1.4011981"," 0.62974787"," 0.5523163","3","3","3","3","1","1","2","94.8459"
"0.65461206"," 1.6464412"," 1.5588266"," 1.7519423"," 1.4504249"," 1.2885244","3","3","3","3","1","1","2","30.3713"
"1.3132846"," 1.2541834"," 1.1548662"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","32.6027"
"1.4814429"," 1.3672522"," 0.52968794"," 1.7860594"," 0.9500945"," 1.1360939","1","1","1","1","1","1","2","28.5611"
"1.6401603"," 1.7248085"," 0.92464745"," 1.5813239"," 1.4504249"," 1.4348764","3","3","3","3","2","1","1","28.1343"
"1.7066453"," 1.2541834"," 1.622819"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","28.0204"
"1.0656109"," 1.7382654"," 0.9247358"," 0.5226507"," 1.5227938"," 1.6115335","3","3","3","3","2","1","2","25.301"
"1.5727317"," 1.4866219"," 1.0660036"," 1.4928069"," 0.7929671"," 0.84609276","1","1","1","1","1","1","1","25.9292"
"1.978555"," 1.7402167"," 0.5190059"," 0.6473985"," 1.5885582"," 1.4348764","3","3","3","3","1","1","1","26.7634"
"0.9579345"," 1.2541834"," 1.5133519"," 1.3081598"," 1.3449742"," 1.5271741","1","1","1","1","2","1","1","41.0567"
"1.4423594"," 0.76420975"," 0.81041974"," 1.877902"," 1.178458"," 1.3071651","3","3","3","3","1","1","1","34.4884"
"1.978555"," 1.9164095"," 1.5216515"," 1.7178583"," 1.3411419"," 0.8054476","1","1","1","1","1","1","2","18.9093"
"1.3707975"," 1.0067575"," 1.2634172"," 1.0105162"," 0.8321742"," 1.9941697","1","1","1","1","1","1","2","37.1424"
"0.7654022"," 1.9055161"," 0.92464745"," 1.0459162"," 1.150152"," 1.129103","3","3","3","3","1","1","1","37.9652"
"1.5727317"," 1.4866219"," 1.622819"," 1.2705914"," 0.7640125"," 1.5086231","1","1","1","1","1","1","1","25.9292"
"1.3598316"," 1.4866219"," 1.5588266"," 1.7519423"," 1.1597742"," 1.2885244","3","3","3","3","1","1","2","35.108"
"1.4814429"," 1.5224991"," 0.52968794"," 1.7860594"," 0.9500945"," 0.72609794","1","1","1","1","1","1","2","26.9285"
"1.6825376"," 1.3049912"," 1.4576664"," 0.69391704"," 1.282494"," 0.6162851","1","1","1","1","1","1","1","27.5088"
"1.6817708"," 1.3091906"," 1.0448587"," 1.2941773"," 0.8558812"," 0.6162851","1","1","1","1","2","1","2","27.4598"
"0.6526334"," 1.124781"," 0.52968794"," 1.7860594"," 0.94653344"," 0.5683833","3","3","3","3","1","1","1","73.435"
"0.9221706"," 0.5220263"," 1.4395515"," 1.3253641"," 1.3411419"," 1.1399356","1","1","1","1","2","1","1","81.16"
"1.8892413"," 0.5122273"," 1.5160495"," 1.7346067"," 0.8558812"," 0.78928554","3","3","3","3","1","1","1","58.6829"
"1.0259504"," 0.51580733"," 0.5147983"," 0.52823234"," 0.8710456"," 1.2992964","2","2","2","2","2","1","2","115.409"
"1.5192666"," 1.7368252"," 1.5552932"," 0.81753695"," 1.5012903"," 0.6298305","1","1","1","1","1","1","2","23.9713"
"1.997238"," 1.7825378"," 0.92339945"," 1.1993629"," 1.5616453"," 1.5271741","1","1","1","1","2","1","2","19.5401"
"1.8892413"," 1.7825378"," 1.0777811"," 1.1993629"," 1.5616453"," 1.5271741","1","1","1","1","2","1","1","20.0818"
"1.8892413"," 1.721343"," 1.2775071"," 1.7346067"," 0.8558812"," 1.6511346","1","1","1","1","2","1","1","20.5278"
"1.0259504"," 0.83979297"," 1.622819"," 1.7391223"," 0.84838986"," 1.2992964","2","2","2","2","1","1","1","22.663"
"1.5643475"," 1.714532"," 1.5905956"," 0.6473985"," 0.62974787"," 1.483274","1","1","1","1","2","1","1","23.7174"
"1.0656109"," 1.7382654"," 1.4728096"," 0.9712914"," 1.5227938"," 1.6115335","3","3","3","3","1","1","1","25.301"
"1.0800521"," 1.7825378"," 1.4395515"," 1.4011981"," 0.62974787"," 0.5523163","3","3","3","3","1","1","2","94.8459"
"1.5192666"," 1.7368252"," 1.5552932"," 0.81753695"," 1.5012903"," 0.6298305","1","1","1","1","1","1","2","23.9713"
"1.5643475"," 1.714532"," 1.5905956"," 0.6473985"," 0.62974787"," 1.483274","1","1","1","1","2","1","1","23.7174"
"1.0656109"," 1.7382654"," 0.9247358"," 0.5226507"," 1.5227938"," 1.6115335","3","3","3","3","2","1","2","25.301"
"1.4814429"," 1.3672522"," 0.52968794"," 1.7860594"," 0.9500945"," 1.1360939","1","1","1","1","1","1","2","28.5611"
"1.6401603"," 1.7248085"," 0.92464745"," 1.5813239"," 1.4504249"," 1.4348764","3","3","3","3","2","1","1","28.1343"
"1.7066453"," 1.2541834"," 1.622819"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","28.0204"
"1.5727317"," 1.4866219"," 1.0660036"," 1.4928069"," 0.7929671"," 0.84609276","1","1","1","1","1","1","1","25.9292"
"1.0656109"," 1.7382654"," 1.4728096"," 0.9712914"," 1.5227938"," 1.6115335","3","3","3","3","1","1","1","25.301"
"0.9579345"," 1.2541834"," 1.5133519"," 1.3081598"," 1.3449742"," 1.5271741","1","1","1","1","2","1","1","41.0567"
"1.8892413"," 0.5122273"," 1.5160495"," 1.7346067"," 0.8558812"," 0.78928554","3","3","3","3","1","1","1","58.6829"
"1.978555"," 1.9164095"," 1.5216515"," 1.7178583"," 1.3411419"," 0.8054476","1","1","1","1","1","1","2","18.9093"
"1.978555"," 1.7402167"," 0.5190059"," 0.6473985"," 1.5885582"," 1.4348764","3","3","3","3","1","1","1","26.7634"
"1.4423594"," 0.76420975"," 0.81041974"," 1.877902"," 1.178458"," 1.3071651","3","3","3","3","1","1","1","34.4884"
"1.3707975"," 1.0067575"," 1.2634172"," 1.0105162"," 0.8321742"," 1.9941697","1","1","1","1","1","1","2","37.1424"
"0.7654022"," 1.9055161"," 0.92464745"," 1.0459162"," 1.150152"," 1.129103","3","3","3","3","1","1","1","37.9652"
"1.5727317"," 1.4866219"," 1.622819"," 1.2705914"," 0.7640125"," 1.5086231","1","1","1","1","1","1","1","25.9292"
"1.3598316"," 1.4866219"," 1.5588266"," 1.7519423"," 1.1597742"," 1.2885244","3","3","3","3","1","1","2","35.108"
"1.4814429"," 1.5224991"," 0.52968794"," 1.7860594"," 0.9500945"," 0.72609794","1","1","1","1","1","1","2","26.9285"
"1.6825376"," 1.3049912"," 1.4576664"," 0.69391704"," 1.282494"," 0.6162851","1","1","1","1","1","1","1","27.5088"
"1.6817708"," 1.3091906"," 1.0448587"," 1.2941773"," 0.8558812"," 0.6162851","1","1","1","1","2","1","2","27.4598"
"0.6526334"," 1.124781"," 0.52968794"," 1.7860594"," 0.94653344"," 0.5683833","3","3","3","3","1","1","1","73.435"
"1.0259504"," 0.51580733"," 0.5147983"," 0.52823234"," 0.8710456"," 1.2992964","2","2","2","2","2","1","2","115.409"
"0.9221706"," 0.5220263"," 1.4395515"," 1.3253641"," 1.3411419"," 1.1399356","1","1","1","1","2","1","1","81.16"
"1.465861"," 1.2541834"," 1.1548662"," 1.3632176"," 1.4733212"," 0.84609276","1","1","1","1","2","1","1","30.6944"
"1.997238"," 1.7825378"," 0.92339945"," 1.1993629"," 1.5616453"," 1.5271741","1","1","1","1","2","1","2","19.5401"
"1.8892413"," 1.721343"," 1.2775071"," 1.7346067"," 0.8558812"," 1.6511346","1","1","1","1","2","1","1","20.5278"
"1.0259504"," 0.83979297"," 1.622819"," 1.7391223"," 0.84838986"," 1.2992964","2","2","2","2","1","1","1","22.663"
"1.8892413"," 1.7825378"," 1.0777811"," 1.1993629"," 1.5616453"," 1.5271741","1","1","1","1","2","1","1","20.0818"
"1.3132846"," 1.2541834"," 1.1548662"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","32.6027"
"1.0800521"," 1.7825378"," 1.4395515"," 1.4011981"," 0.62974787"," 0.5523163","3","3","3","3","1","1","2","94.8459"
"1.5192666"," 1.7368252"," 1.5552932"," 0.81753695"," 1.5012903"," 0.6298305","1","1","1","1","1","1","2","23.9713"
"1.5643475"," 1.714532"," 1.5905956"," 0.6473985"," 0.62974787"," 1.483274","1","1","1","1","2","1","1","23.7174"
"1.0656109"," 1.7382654"," 0.9247358"," 0.5226507"," 1.5227938"," 1.6115335","3","3","3","3","2","1","2","25.301"
"1.465861"," 1.2541834"," 1.1548662"," 1.3632176"," 1.4733212"," 0.84609276","1","1","1","1","2","1","1","30.6944"
"1.4814429"," 1.3672522"," 0.52968794"," 1.7860594"," 0.9500945"," 1.1360939","1","1","1","1","1","1","2","28.5611"
"1.3132846"," 1.2541834"," 1.1548662"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","32.6027"
"1.6401603"," 1.7248085"," 0.92464745"," 1.5813239"," 1.4504249"," 1.4348764","3","3","3","3","2","1","1","28.1343"
"1.7066453"," 1.2541834"," 1.622819"," 1.3081598"," 0.7640125"," 1.4217829","1","1","1","1","1","1","2","28.0204"
"1.0656109"," 1.7382654"," 1.4728096"," 0.9712914"," 1.5227938"," 1.6115335","3","3","3","3","1","1","1","25.301"
"1.5727317"," 1.4866219"," 1.0660036"," 1.4928069"," 0.7929671"," 0.84609276","1","1","1","1","1","1","1","25.9292"
"1.978555"," 1.9164095"," 1.5216515"," 1.7178583"," 1.3411419"," 0.8054476","1","1","1","1","1","1","2","18.9093"
"1.978555"," 1.7402167"," 0.5190059"," 0.6473985"," 1.5885582"," 1.4348764","3","3","3","3","1","1","1","26.7634"
"1.4423594"," 0.76420975"," 0.81041974"," 1.877902"," 1.178458"," 1.3071651","3","3","3","3","1","1","1","34.4884"
"1.3707975"," 1.0067575"," 1.2634172"," 1.0105162"," 0.8321742"," 1.9941697","1","1","1","1","1","1","2","37.1424"
"0.7654022"," 1.9055161"," 0.92464745"," 1.0459162"," 1.150152"," 1.129103","3","3","3","3","1","1","1","37.9652"
"1.5727317"," 1.4866219"," 1.622819"," 1.2705914"," 0.7640125"," 1.5086231","1","1","1","1","1","1","1","25.9292"
"1.3598316"," 1.4866219"," 1.5588266"," 1.7519423"," 1.1597742"," 1.2885244","3","3","3","3","1","1","2","35.108"
"1.4814429"," 1.5224991"," 0.52968794"," 1.7860594"," 0.9500945"," 0.72609794","1","1","1","1","1","1","2","26.9285"
"1.6825376"," 1.3049912"," 1.4576664"," 0.69391704"," 1.282494"," 0.6162851","1","1","1","1","1","1","1","27.5088"
"1.6817708"," 1.3091906"," 1.0448587"," 1.2941773"," 0.8558812"," 0.6162851","1","1","1","1","2","1","2","27.4598"
