"Column1","Column2","Column3","Column4","Column5","Column6","Column7","Column8","Column9","Column10","Column11","Column12","Column13","Column14","Column15","Column16","Column17","Column18"
"1.2047127"," 1.916234"," 1.8595126"," 1.9421757"," 1.3192825","2","1","3","3","2","4","4","2","1","3","3","2","0.544868"
"1.3549256"," 0.85847497"," 1.9293213"," 1.9890826"," 1.7173994","3","5","5","5","4","4","1","2","1","4","3","2","0.551243"
"1.4053473"," 0.8079793"," 1.0920476"," 0.7962425"," 1.4104743","5","3","2","1","1","1","3","2","1","1","3","2","0.959073"
"1.6146212"," 1.3833972"," 1.2496512"," 0.7957505"," 0.57761943","5","3","4","5","4","5","2","5","5","4","3","2","2.50687"
"0.7525845"," 0.7926904"," 0.6949806"," 0.67877305"," 1.060539","1","1","2","1","2","5","5","2","1","4","1","2","2.79582"
"1.3549256"," 1.4783726"," 0.9877885"," 0.64260316"," 1.3910861","4","5","1","1","5","5","5","3","5","1","5","2","0.764714"
"0.5105275"," 0.7800446"," 1.048645"," 1.9890826"," 1.6235261","5","1","3","5","5","5","5","1","3","5","1","2","1.80763"
"1.114669"," 1.5787128"," 1.0699692"," 1.9887874"," 1.3910861","4","5","3","4","5","5","4","4","4","5","3","2","1.32836"
"1.1167617"," 0.7926904"," 0.53556967"," 0.67877305"," 1.555551","1","1","1","1","1","5","2","4","4","1","1","2","1.73782"
"0.5262207"," 0.9297223"," 0.8972734"," 1.8811092"," 1.6296959","3","5","5","5","3","2","2","4","5","5","4","1","0.697858"
"0.7525845"," 1.2611524"," 1.4824889"," 0.67877305"," 1.060539","1","1","1","1","3","5","2","2","1","3","2","2","2.98437"
"1.3549256"," 1.169106"," 1.9293213"," 1.103133"," 1.3872242","3","4","3","3","4","2","1","2","4","3","4","2","0.8305"
"1.4912293"," 0.8643987"," 1.5719727"," 1.9556797"," 1.6296959","4","2","5","5","2","2","1","4","4","1","4","2","0.571371"
"1.0328238"," 0.5350759"," 1.5980604"," 0.5600673"," 1.8269376","4","3","2","4","1","3","1","4","4","4","1","1","0.729247"
"1.6146212"," 0.8418581"," 1.4630605"," 0.93526626"," 1.7173994","5","3","5","5","4","4","5","3","4","5","3","2","2.23327"
"1.5637883"," 1.0954896"," 1.5481598"," 1.3773776"," 1.4546112","1","1","1","1","3","5","1","4","4","1","1","2","1.54916"
"1.8762363"," 1.329641"," 0.5493032"," 0.7382383"," 0.6484118","2","1","1","2","2","5","1","2","4","4","1","2","1.00226"
"1.4847845"," 0.6109688"," 0.53556967"," 1.3397131"," 1.840226","5","1","4","5","4","4","2","1","5","5","2","2","1.20484"
"1.1229904"," 1.3725486"," 1.048645"," 1.9890826"," 1.6235261","5","5","4","5","5","3","2","4","2","3","4","2","0.844038"
"0.6624423"," 1.5493512"," 1.547984"," 1.9890826"," 0.777555","4","2","2","4","1","2","2","4","2","2","2","2","2.28461"
"1.7900969"," 0.7926904"," 0.5437914"," 1.9909742"," 1.060539","1","1","3","1","4","4","4","1","3","4","3","2","1.01512"
"0.95210147"," 1.9918684"," 0.840434"," 1.2833656"," 0.849648","4","3","1","4","1","4","1","1","3","4","3","2","2.29481"
"1.3549256"," 1.515566"," 1.5880857"," 1.2689892"," 1.8269376","4","1","3","1","1","1","2","5","4","3","5","1","0.683049"
"1.9961725"," 1.1367813"," 0.53556967"," 1.9598343"," 0.58249533","1","1","1","1","1","5","2","5","4","4","2","2","1.00878"
"1.335962"," 1.2611524"," 1.4824889"," 1.9819651"," 0.5614282","1","3","1","1","3","4","4","1","1","3","3","1","1.16525"
"0.8244983"," 1.6296499"," 0.9104464"," 1.2566075"," 1.5665944","3","3","5","5","3","5","1","1","3","5","1","2","2.04425"
"0.8244983"," 1.7864197"," 1.8262914"," 1.9528542"," 1.6224525","5","1","4","5","4","5","1","5","5","5","3","2","0.795177"
"0.71800905"," 0.5620072"," 1.8945546"," 1.0118525"," 0.84261096","5","1","2","5","1","4","1","4","4","1","4","2","1.48399"
"1.9961725"," 0.59613144"," 0.53556967"," 1.9598343"," 0.58249533","5","3","3","1","2","5","3","5","4","2","4","2","0.693888"
"1.95979"," 0.62324625"," 1.3655461"," 1.1496282"," 1.9899657","4","5","2","1","4","1","5","3","1","5","2","2","0.497233"
"1.2693973"," 1.5394294"," 0.7024429"," 0.90429914"," 1.023809","2","1","2","1","5","2","1","2","5","5","5","2","0.954161"
"0.6896486"," 1.2214744"," 1.611905"," 0.98786473"," 1.060539","1","4","4","4","1","5","5","5","4","4","4","2","1.4984"
"1.5049977"," 1.1132536"," 1.2189821"," 1.7565938"," 1.9185728","3","4","4","4","4","1","4","1","4","4","2","2","0.708288"
"1.8310422"," 1.5863314"," 1.958951"," 1.8383346"," 1.9632603","4","1","4","1","4","1","4","4","5","4","5","2","0.716275"
"1.8310422"," 1.1108662"," 1.4760295"," 0.6284487"," 1.7406409","4","5","1","4","3","2","3","4","2","5","4","2","0.714222"
"1.3397665"," 1.2214744"," 1.611905"," 1.1588196"," 1.7696792","4","3","4","2","4","2","3","4","3","4","3","1","0.772403"
"0.89750624"," 1.4479271"," 0.99997437"," 1.036663"," 1.840428","4","1","4","4","4","1","5","4","5","5","5","1","0.79"
"1.4633226"," 1.3209236"," 1.147984"," 1.5919905"," 1.603048","1","5","3","4","4","4","4","3","5","4","5","2","0.686684"
"1.1290784"," 1.9202188"," 1.611905"," 0.9677384"," 1.060539","3","4","2","4","4","4","4","2","2","4","3","2","0.761046"
"1.2959323"," 0.9090971"," 1.2002343"," 1.2482402"," 1.410147","1","3","1","3","1","4","3","1","3","4","3","2","0.872317"
"1.4633226"," 0.55609804"," 1.147984"," 1.5685993"," 1.0608627","1","1","1","4","4","1","4","4","1","1","1","1","1.92103"
"1.8107703"," 1.571181"," 0.5423714"," 1.6734755"," 0.9491057","1","1","2","1","3","2","2","2","2","3","5","2","1.27284"
"1.2959323"," 0.55609804"," 1.9905462"," 1.1857055"," 0.72558963","1","3","3","3","1","4","3","1","3","5","1","2","0.622849"
"1.5049977"," 0.8627192"," 0.53556967"," 1.669243"," 0.715899","1","1","2","1","2","2","2","2","1","4","2","2","1.91635"
"1.7765307"," 0.702606"," 1.3655461"," 1.1496282"," 1.9899657","1","1","5","1","3","5","5","5","1","3","3","2","1.47896"
"1.8387412"," 1.2610496"," 1.223543"," 1.669243"," 1.894204","4","1","2","1","4","1","2","5","4","5","1","2","0.53089"
"1.2959323"," 1.4922252"," 1.2002343"," 1.820546"," 1.410147","2","1","2","1","1","1","4","4","2","1","1","2","0.931393"
"1.6307799"," 1.995459"," 1.4041644"," 1.2482402"," 1.3017844","1","1","3","1","4","4","2","5","5","4","4","2","1.03512"
"0.9483532"," 1.4479271"," 0.99997437"," 1.9305675"," 1.9095","4","1","4","1","3","4","1","4","1","3","1","2","0.965541"
"1.3707525"," 0.7353381"," 1.611905"," 0.98786473"," 1.5711735","1","4","4","4","1","5","1","5","4","1","5","2","1.04644"
"1.8520272"," 0.57342505"," 1.4771593"," 0.6184812"," 1.1458102","1","1","1","1","5","1","2","1","5","1","2","2","1.29261"
"1.4633226"," 0.55609804"," 1.9905462"," 1.89278"," 1.2128985","1","1","5","1","4","5","1","5","1","5","4","2","1.71455"
"1.95979"," 1.4919726"," 1.3655461"," 1.1496282"," 1.9899657","1","2","3","1","5","1","1","1","5","5","2","2","1.04827"
"1.1290784"," 1.399228"," 1.5713491"," 0.9677384"," 1.060539","1","3","5","3","1","3","3","1","5","3","5","2","0.777955"
"0.6896486"," 0.9561156"," 1.611905"," 0.98786473"," 1.0791376","1","5","5","1","4","1","1","1","5","4","5","2","3.39477"
"1.62938"," 1.9321167"," 0.62553596"," 1.7800362"," 1.9899657","4","4","1","4","1","2","1","2","1","5","5","2","0.878828"
"1.5049977"," 1.2610496"," 1.0286928"," 1.669243"," 0.715899","1","1","2","1","2","1","2","2","1","1","2","1","1.77168"
"0.9483532"," 1.0371062"," 0.5690731"," 1.5512316"," 1.411129","5","1","2","5","1","4","5","2","2","1","1","2","1.11455"
"1.3606248"," 1.5394294"," 0.7024429"," 0.90429914"," 1.6099296","1","1","3","1","5","1","1","1","5","3","3","2","2.0126"
"0.5262207"," 0.85847497"," 1.9293213"," 1.9890826"," 1.6296959","3","5","5","5","3","2","1","4","5","5","4","1","0.512159"
"1.2047127"," 1.916234"," 1.8595126"," 1.9421757"," 1.3192825","2","1","3","3","2","4","4","2","1","3","3","2","0.544868"
"1.3549256"," 0.85847497"," 1.9293213"," 1.9890826"," 1.7173994","3","5","5","5","4","4","1","2","1","4","3","2","0.551243"
"1.4053473"," 0.8079793"," 1.0920476"," 0.7962425"," 1.4104743","5","3","2","1","1","1","3","2","1","1","3","2","0.959073"
"1.6146212"," 1.3833972"," 1.2496512"," 0.7957505"," 0.57761943","5","3","4","5","4","5","2","5","5","4","3","2","2.50687"
"0.7525845"," 0.7926904"," 0.6949806"," 0.67877305"," 1.060539","1","1","2","1","2","5","5","2","1","4","1","2","2.79582"
"1.3549256"," 1.4783726"," 0.9877885"," 0.64260316"," 1.3910861","4","5","1","1","5","5","5","3","5","1","5","2","0.764714"
"0.5105275"," 0.7800446"," 1.048645"," 1.9890826"," 1.6235261","5","1","3","5","5","5","5","1","3","5","1","2","1.80763"
"1.114669"," 1.5787128"," 1.0699692"," 1.9887874"," 1.3910861","4","5","3","4","5","5","4","4","4","5","3","2","1.32836"
"1.1167617"," 0.7926904"," 0.53556967"," 0.67877305"," 1.555551","1","1","1","1","1","5","2","4","4","1","1","2","1.73782"
"0.5262207"," 0.9297223"," 0.8972734"," 1.8811092"," 1.6296959","3","5","5","5","3","2","2","4","5","5","4","1","0.697858"
"0.7525845"," 1.2611524"," 1.4824889"," 0.67877305"," 1.060539","1","1","1","1","3","5","2","2","1","3","2","2","2.98437"
"1.3549256"," 1.169106"," 1.9293213"," 1.103133"," 1.3872242","3","4","3","3","4","2","1","2","4","3","4","2","0.8305"
"1.4912293"," 0.8643987"," 1.5719727"," 1.9556797"," 1.6296959","4","2","5","5","2","2","1","4","4","1","4","2","0.571371"
"1.0328238"," 0.5350759"," 1.5980604"," 0.5600673"," 1.8269376","4","3","2","4","1","3","1","4","4","4","1","1","0.729247"
"1.6146212"," 0.8418581"," 1.4630605"," 0.93526626"," 1.7173994","5","3","5","5","4","4","5","3","4","5","3","2","2.23327"
"1.5637883"," 1.0954896"," 1.5481598"," 1.3773776"," 1.4546112","1","1","1","1","3","5","1","4","4","1","1","2","1.54916"
"1.8762363"," 1.329641"," 0.5493032"," 0.7382383"," 0.6484118","2","1","1","2","2","5","1","2","4","4","1","2","1.00226"
"1.4847845"," 0.6109688"," 0.53556967"," 1.3397131"," 1.840226","5","1","4","5","4","4","2","1","5","5","2","2","1.20484"
"1.1229904"," 1.3725486"," 1.048645"," 1.9890826"," 1.6235261","5","5","4","5","5","3","2","4","2","3","4","2","0.844038"
"0.6624423"," 1.5493512"," 1.547984"," 1.9890826"," 0.777555","4","2","2","4","1","2","2","4","2","2","2","2","2.28461"
"1.7900969"," 0.7926904"," 0.5437914"," 1.9909742"," 1.060539","1","1","3","1","4","4","4","1","3","4","3","2","1.01512"
"0.95210147"," 1.9918684"," 0.840434"," 1.2833656"," 0.849648","4","3","1","4","1","4","1","1","3","4","3","2","2.29481"
"0.60754466"," 1.4720507"," 1.7079414"," 1.7486693"," 1.6235261","4","3","3","3","5","5","3","5","5","2","2","2","0.666356"
"1.9961725"," 1.1367813"," 0.53556967"," 1.9598343"," 0.58249533","1","1","1","1","1","5","2","5","4","4","2","2","1.00878"
"1.335962"," 1.2611524"," 1.4824889"," 1.9819651"," 0.5614282","1","3","1","1","3","4","4","1","1","3","3","1","1.16525"
"0.8244983"," 1.6296499"," 0.9104464"," 1.2566075"," 1.5665944","3","3","5","5","3","5","1","1","3","5","1","2","2.04425"
"0.8244983"," 1.7864197"," 1.8262914"," 1.9528542"," 1.6224525","5","1","4","5","4","5","1","5","5","5","3","2","0.795177"
"0.71800905"," 0.5620072"," 1.8945546"," 1.0118525"," 0.84261096","5","1","2","5","1","4","1","4","4","1","4","2","1.48399"
"1.9961725"," 0.59613144"," 0.53556967"," 1.9598343"," 0.58249533","5","3","3","1","2","5","3","5","4","2","4","2","0.693888"
"0.5262207"," 0.85847497"," 1.9293213"," 1.9890826"," 1.6296959","3","5","5","5","3","2","1","4","5","5","4","1","0.512159"
"1.2047127"," 1.916234"," 1.8595126"," 1.9421757"," 1.3192825","2","1","3","3","2","4","4","2","1","3","3","2","0.544868"
"1.114669"," 1.5787128"," 1.0699692"," 1.9887874"," 1.3910861","4","5","3","4","5","5","4","4","4","5","3","2","1.32836"
"1.0328238"," 0.5350759"," 1.5980604"," 0.5600673"," 1.8269376","4","3","2","4","1","3","1","4","4","4","1","1","0.729247"
"1.4053473"," 0.8079793"," 1.0920476"," 0.7962425"," 1.4104743","5","3","2","1","1","1","3","2","1","1","3","2","0.959073"
"1.4847845"," 0.6109688"," 0.53556967"," 1.3397131"," 1.840226","5","1","4","5","4","4","2","1","5","5","2","2","1.20484"
"1.6146212"," 1.3833972"," 1.2496512"," 0.7957505"," 0.57761943","5","3","4","5","4","5","2","5","5","4","3","2","2.50687"
"1.7900969"," 0.7926904"," 0.5437914"," 1.9909742"," 1.060539","1","1","3","1","4","4","4","1","3","4","3","2","1.01512"
"0.5105275"," 0.7800446"," 1.048645"," 1.9890826"," 1.6235261","5","1","3","5","5","5","5","1","3","5","1","2","1.80763"
"1.1167617"," 0.7926904"," 0.53556967"," 0.67877305"," 1.555551","1","1","1","1","1","5","2","4","4","1","1","2","1.73782"
"1.5637883"," 1.0954896"," 1.5481598"," 1.3773776"," 1.4546112","1","1","1","1","3","5","1","4","4","1","1","2","1.54916"
"0.7525845"," 1.2611524"," 1.4824889"," 0.67877305"," 1.060539","1","1","1","1","3","5","2","2","1","3","2","2","2.98437"
"0.71800905"," 0.5620072"," 1.8945546"," 1.0118525"," 0.84261096","5","1","2","5","1","4","1","4","4","1","4","2","1.48399"
"0.8144205"," 1.6296499"," 1.3369787"," 1.5872684"," 1.5665944","3","3","2","5","3","5","1","1","3","5","2","2","1.30772"
"1.1229904"," 1.3725486"," 1.048645"," 1.9890826"," 1.6235261","5","5","4","5","5","3","2","4","2","3","4","2","0.844038"
"1.4912293"," 0.8643987"," 1.5719727"," 1.9556797"," 1.6296959","4","2","5","5","2","2","1","4","4","1","4","2","0.571371"
"0.60754466"," 1.4720507"," 1.7079414"," 1.7486693"," 1.6235261","4","3","3","3","5","5","3","5","5","2","2","2","0.666356"
"1.3549256"," 1.4783726"," 0.9877885"," 0.64260316"," 1.3910861","4","5","1","1","5","5","5","3","5","1","5","2","0.764714"
"0.8244983"," 1.7864197"," 1.8262914"," 1.9528542"," 1.6224525","5","1","4","5","4","5","1","5","5","5","3","2","0.795177"
"1.3549256"," 1.169106"," 1.9293213"," 1.103133"," 1.3872242","3","4","3","3","4","2","1","2","4","3","4","2","0.8305"
"0.6624423"," 1.5493512"," 1.547984"," 1.9890826"," 0.777555","4","2","2","4","1","2","2","4","2","2","2","2","2.28461"
"0.5262207"," 0.9297223"," 0.8972734"," 1.8811092"," 1.6296959","3","5","5","5","3","2","2","4","5","5","4","1","0.697858"
"0.95210147"," 1.9918684"," 0.840434"," 1.2833656"," 0.849648","4","3","1","4","1","4","1","1","3","4","3","2","2.29481"
"1.8762363"," 1.329641"," 0.5493032"," 0.7382383"," 0.6484118","2","1","1","2","2","5","1","2","4","4","1","2","1.00226"
"1.9961725"," 1.1367813"," 0.53556967"," 1.9598343"," 0.58249533","1","1","1","1","1","5","2","5","4","4","2","2","1.00878"
"1.335962"," 1.2611524"," 1.4824889"," 1.9819651"," 0.5614282","1","3","1","1","3","4","4","1","1","3","3","1","1.16525"
"1.3549256"," 0.85847497"," 1.9293213"," 1.9890826"," 1.7173994","3","5","5","5","4","4","1","2","1","4","3","2","0.551243"
"0.7525845"," 0.7926904"," 0.6949806"," 0.67877305"," 1.060539","1","1","2","1","2","5","5","2","1","4","1","2","2.79582"
"1.6146212"," 0.8418581"," 1.4630605"," 0.93526626"," 1.7173994","5","3","5","5","4","4","5","3","4","5","3","2","2.23327"
"1.9961725"," 0.59613144"," 0.53556967"," 1.9598343"," 0.58249533","5","3","3","1","2","5","3","5","4","2","4","2","0.693888"
"0.5262207"," 0.85847497"," 1.9293213"," 1.9890826"," 1.6296959","3","5","5","5","3","2","1","4","5","5","4","1","0.512159"
"1.2047127"," 1.916234"," 1.8595126"," 1.9421757"," 1.3192825","2","1","3","3","2","4","4","2","1","3","3","2","0.544868"
"1.114669"," 1.5787128"," 1.0699692"," 1.9887874"," 1.3910861","4","5","3","4","5","5","4","4","4","5","3","2","1.32836"
"1.0328238"," 0.5350759"," 1.5980604"," 0.5600673"," 1.8269376","4","3","2","4","1","3","1","4","4","4","1","1","0.729247"
"1.4053473"," 0.8079793"," 1.0920476"," 0.7962425"," 1.4104743","5","3","2","1","1","1","3","2","1","1","3","2","0.959073"
"1.4847845"," 0.6109688"," 0.53556967"," 1.3397131"," 1.840226","5","1","4","5","4","4","2","1","5","5","2","2","1.20484"
"1.6146212"," 1.3833972"," 1.2496512"," 0.7957505"," 0.57761943","5","3","4","5","4","5","2","5","5","4","3","2","2.50687"
"1.7900969"," 0.7926904"," 0.5437914"," 1.9909742"," 1.060539","1","1","3","1","4","4","4","1","3","4","3","2","1.01512"
"0.5105275"," 0.7800446"," 1.048645"," 1.9890826"," 1.6235261","5","1","3","5","5","5","5","1","3","5","1","2","1.80763"
"1.1167617"," 0.7926904"," 0.53556967"," 0.67877305"," 1.555551","1","1","1","1","1","5","2","4","4","1","1","2","1.73782"
"1.5637883"," 1.0954896"," 1.5481598"," 1.3773776"," 1.4546112","1","1","1","1","3","5","1","4","4","1","1","2","1.54916"
"0.7525845"," 1.2611524"," 1.4824889"," 0.67877305"," 1.060539","1","1","1","1","3","5","2","2","1","3","2","2","2.98437"
"0.71800905"," 0.5620072"," 1.8945546"," 1.0118525"," 0.84261096","5","1","2","5","1","4","1","4","4","1","4","2","1.48399"
"0.8144205"," 1.6296499"," 1.3369787"," 1.5872684"," 1.5665944","3","3","2","5","3","5","1","1","3","5","2","2","1.30772"
"1.1229904"," 1.3725486"," 1.048645"," 1.9890826"," 1.6235261","5","5","4","5","5","3","2","4","2","3","4","2","0.844038"
"1.4912293"," 0.8643987"," 1.5719727"," 1.9556797"," 1.6296959","4","2","5","5","2","2","1","4","4","1","4","2","0.571371"
"0.60754466"," 1.4720507"," 1.7079414"," 1.7486693"," 1.6235261","4","3","3","3","5","5","3","5","5","2","2","2","0.666356"
"1.3549256"," 1.4783726"," 0.9877885"," 0.64260316"," 1.3910861","4","5","1","1","5","5","5","3","5","1","5","2","0.764714"
"0.8244983"," 1.7864197"," 1.8262914"," 1.9528542"," 1.6224525","5","1","4","5","4","5","1","5","5","5","3","2","0.795177"
"1.3549256"," 1.169106"," 1.9293213"," 1.103133"," 1.3872242","3","4","3","3","4","2","1","2","4","3","4","2","0.8305"
"0.6624423"," 1.5493512"," 1.547984"," 1.9890826"," 0.777555","4","2","2","4","1","2","2","4","2","2","2","2","2.28461"
"0.5262207"," 0.9297223"," 0.8972734"," 1.8811092"," 1.6296959","3","5","5","5","3","2","2","4","5","5","4","1","0.697858"
"0.95210147"," 1.9918684"," 0.840434"," 1.2833656"," 0.849648","4","3","1","4","1","4","1","1","3","4","3","2","2.29481"
"1.8762363"," 1.329641"," 0.5493032"," 0.7382383"," 0.6484118","2","1","1","2","2","5","1","2","4","4","1","2","1.00226"
"1.9961725"," 1.1367813"," 0.53556967"," 1.9598343"," 0.58249533","1","1","1","1","1","5","2","5","4","4","2","2","1.00878"
"1.335962"," 1.2611524"," 1.4824889"," 1.9819651"," 0.5614282","1","3","1","1","3","4","4","1","1","3","3","1","1.16525"
"1.3549256"," 0.85847497"," 1.9293213"," 1.9890826"," 1.7173994","3","5","5","5","4","4","1","2","1","4","3","2","0.551243"
"0.7525845"," 0.7926904"," 0.6949806"," 0.67877305"," 1.060539","1","1","2","1","2","5","5","2","1","4","1","2","2.79582"
"1.6146212"," 0.8418581"," 1.4630605"," 0.93526626"," 1.7173994","5","3","5","5","4","4","5","3","4","5","3","2","2.23327"
"1.9961725"," 0.59613144"," 0.53556967"," 1.9598343"," 0.58249533","5","3","3","1","2","5","3","5","4","2","4","2","0.693888"
"0.5262207"," 0.85847497"," 1.9293213"," 1.9890826"," 1.6296959","3","5","5","5","3","2","1","4","5","5","4","1","0.512159"
"1.2047127"," 1.916234"," 1.8595126"," 1.9421757"," 1.3192825","2","1","3","3","2","4","4","2","1","3","3","2","0.544868"
"1.114669"," 1.5787128"," 1.0699692"," 1.9887874"," 1.3910861","4","5","3","4","5","5","4","4","4","5","3","2","1.32836"
"1.4053473"," 0.8079793"," 1.0920476"," 0.7962425"," 1.4104743","5","3","2","1","1","1","3","2","1","1","3","2","0.959073"
"1.4847845"," 0.6109688"," 0.53556967"," 1.3397131"," 1.840226","5","1","4","5","4","4","2","1","5","5","2","2","1.20484"
"1.7900969"," 0.7926904"," 0.5437914"," 1.9909742"," 1.060539","1","1","3","1","4","4","4","1","3","4","3","2","1.01512"
"0.5105275"," 0.7800446"," 1.048645"," 1.9890826"," 1.6235261","5","1","3","5","5","5","5","1","3","5","1","2","1.80763"
"1.1167617"," 0.7926904"," 0.53556967"," 0.67877305"," 1.555551","1","1","1","1","1","5","2","4","4","1","1","2","1.73782"
"1.5637883"," 1.0954896"," 1.5481598"," 1.3773776"," 1.4546112","1","1","1","1","3","5","1","4","4","1","1","2","1.54916"
"0.71800905"," 0.5620072"," 1.8945546"," 1.0118525"," 0.84261096","5","1","2","5","1","4","1","4","4","1","4","2","1.48399"
"1.1229904"," 1.3725486"," 1.048645"," 1.9890826"," 1.6235261","5","5","4","5","5","3","2","4","2","3","4","2","0.844038"
"0.7525845"," 1.2611524"," 1.4824889"," 0.67877305"," 1.060539","1","1","1","1","3","5","2","2","1","3","2","2","2.98437"
"1.4912293"," 0.8643987"," 1.5719727"," 1.9556797"," 1.6296959","4","2","5","5","2","2","1","4","4","1","4","2","0.571371"
"0.60754466"," 1.4720507"," 1.7079414"," 1.7486693"," 1.6235261","4","3","3","3","5","5","3","5","5","2","2","2","0.666356"
"1.3549256"," 1.4783726"," 0.9877885"," 0.64260316"," 1.3910861","4","5","1","1","5","5","5","3","5","1","5","2","0.764714"
"0.8244983"," 1.7864197"," 1.8262914"," 1.9528542"," 1.6224525","5","1","4","5","4","5","1","5","5","5","3","2","0.795177"
"1.3549256"," 1.169106"," 1.9293213"," 1.103133"," 1.3872242","3","4","3","3","4","2","1","2","4","3","4","2","0.8305"
"0.6624423"," 1.5493512"," 1.547984"," 1.9890826"," 0.777555","4","2","2","4","1","2","2","4","2","2","2","2","2.28461"
"1.8762363"," 1.329641"," 0.5493032"," 0.7382383"," 0.6484118","2","1","1","2","2","5","1","2","4","4","1","2","1.00226"
"0.5988872"," 1.4720507"," 1.3776172"," 1.7486693"," 1.2005169","5","3","3","3","5","1","3","5","5","2","1","2","0.648146"
"1.3549256"," 0.85847497"," 1.9984466"," 1.74111"," 1.7173994","4","5","5","5","4","4","1","1","4","2","5","2","0.858408"
"0.5105275"," 0.9094877"," 1.048645"," 1.2833656"," 1.3561616","4","2","1","4","5","5","5","5","4","4","5","2","1.23239"
"0.95210147"," 1.9918684"," 0.840434"," 1.2833656"," 0.849648","4","3","1","4","1","4","1","1","3","4","3","2","2.29481"
"0.6189774"," 0.7926904"," 0.5437914"," 1.7936604"," 1.4782444","1","5","2","1","2","4","4","4","1","4","5","2","2.52537"
"1.9961725"," 1.1367813"," 0.53556967"," 1.9598343"," 0.58249533","1","1","1","1","1","5","2","5","4","4","2","2","1.00878"
"1.335962"," 1.2611524"," 1.4824889"," 1.9819651"," 0.5614282","1","3","1","1","3","4","4","1","1","3","3","1","1.16525"
"1.3549256"," 0.85847497"," 1.9293213"," 1.9890826"," 1.7173994","3","5","5","5","4","4","1","2","1","4","3","2","0.551243"
"0.7525845"," 0.7926904"," 0.6949806"," 0.67877305"," 1.060539","1","1","2","1","2","5","5","2","1","4","1","2","2.79582"
"1.6146212"," 0.8418581"," 1.4630605"," 0.93526626"," 1.7173994","5","3","5","5","4","4","5","3","4","5","3","2","2.23327"
"1.9961725"," 0.59613144"," 0.53556967"," 1.9598343"," 0.58249533","5","3","3","1","2","5","3","5","4","2","4","2","0.693888"
"0.5262207"," 0.85847497"," 1.9293213"," 1.9890826"," 1.6296959","3","5","5","5","3","2","1","4","5","5","4","1","0.512159"
"1.4513078"," 1.4783726"," 0.9877885"," 1.572339"," 1.8346227","4","1","1","1","5","5","2","2","1","3","2","2","0.760802"
"1.2047127"," 1.916234"," 1.8595126"," 1.9421757"," 1.3192825","2","1","3","3","2","4","4","2","1","3","3","2","0.544868"
"1.4847845"," 0.6109688"," 0.53556967"," 1.3397131"," 1.840226","5","1","4","5","4","4","2","1","5","5","2","2","1.20484"
"0.6189774"," 0.7926904"," 0.5437914"," 1.7936604"," 1.4782444","1","5","2","1","2","4","4","4","1","4","5","2","2.52537"
"0.5105275"," 0.7800446"," 1.048645"," 1.9890826"," 1.6235261","5","1","3","5","5","5","5","1","3","5","1","2","1.80763"
"1.4053473"," 0.8079793"," 1.0920476"," 0.7962425"," 1.4104743","5","3","2","1","1","1","3","2","1","1","3","2","0.959073"
"0.5105275"," 0.9094877"," 1.048645"," 1.2833656"," 1.3561616","4","2","1","4","5","5","5","5","4","4","5","2","1.23239"
"1.1167617"," 0.7926904"," 0.53556967"," 0.67877305"," 1.555551","1","1","1","1","1","5","2","4","4","1","1","2","1.73782"
"1.5637883"," 1.0954896"," 1.5481598"," 1.3773776"," 1.4546112","1","1","1","1","3","5","1","4","4","1","1","2","1.54916"
"0.5988872"," 1.4720507"," 1.3776172"," 1.7486693"," 1.2005169","5","3","3","3","5","1","3","5","5","2","1","2","0.648146"
"0.7525845"," 1.2611524"," 1.4824889"," 0.67877305"," 1.060539","1","1","1","1","3","5","2","2","1","3","2","2","2.98437"
"1.4912293"," 0.8643987"," 1.5719727"," 1.9556797"," 1.6296959","4","2","5","5","2","2","1","4","4","1","4","2","0.571371"
"1.3549256"," 1.169106"," 1.9293213"," 1.103133"," 1.3872242","3","4","3","3","4","2","1","2","4","3","4","2","0.8305"
"0.6624423"," 1.5493512"," 1.547984"," 1.9890826"," 0.777555","4","2","2","4","1","2","2","4","2","2","2","2","2.28461"
"0.60754466"," 1.4720507"," 1.7079414"," 1.7486693"," 1.6235261","4","3","3","3","5","5","3","5","5","2","2","2","0.666356"
"0.71800905"," 0.5620072"," 1.8945546"," 1.0118525"," 0.84261096","5","1","2","5","1","4","1","4","4","1","4","2","1.48399"
"0.8244983"," 1.7864197"," 1.8262914"," 1.9528542"," 1.6224525","5","1","4","5","4","5","1","5","5","5","3","2","0.795177"
"1.3549256"," 1.1605573"," 1.6242118"," 1.7082019"," 1.7173994","3","4","3","3","5","1","1","1","3","3","3","2","1.17165"
"1.1229904"," 1.3725486"," 1.048645"," 1.9890826"," 1.6235261","5","5","4","5","5","3","2","4","2","3","4","2","0.844038"
"1.8762363"," 1.329641"," 0.5493032"," 0.7382383"," 0.6484118","2","1","1","2","2","5","1","2","4","4","1","2","1.00226"
"1.7900969"," 0.7926904"," 0.5437914"," 1.9909742"," 1.060539","1","1","3","1","4","4","4","1","3","4","3","2","1.01512"
"0.95210147"," 1.9918684"," 0.840434"," 1.2833656"," 0.849648","4","3","1","4","1","4","1","1","3","4","3","2","2.29481"
"0.7525845"," 0.7926904"," 0.6949806"," 0.67877305"," 1.060539","1","1","2","1","2","5","5","2","1","4","1","2","2.79582"
