x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,y
0.8735,0.59825003,0.9635,1.8335,1.7540001,5,5,5,2,5,5,2,5,5,5,1,2,1.44699
1.013,0.689,1.0422499,1.49675,1.4345,2,2,5,5,1,5,5,2,5,5,2,2,2.27825
1.6445,1.73,1.457,1.991,1.4577501,5,2,2,1,2,5,5,2,5,5,2,1,1.04907
0.584,0.788,0.92375004,1.832,1.08725,5,5,5,2,5,5,2,5,2,2,5,1,1.34716
0.60575,1.628,0.91550004,1.4449999,0.99875,5,5,5,5,5,5,5,5,5,5,5,1,2.08326
0.88100004,1.45925,0.81575,1.4367499,0.674,5,5,5,2,5,5,5,5,5,5,2,2,1.69664
0.7325,1.184,1.62275,0.72875,0.93125,2,5,5,2,5,5,5,2,5,5,5,2,2.68634
0.6335,1.10675,0.962,1.04375,0.941,5,2,2,5,1,5,5,2,5,5,2,1,2.57939
0.60725,1.2132499,1.50125,1.031,1.991,5,5,5,5,2,2,2,2,1,1,1,1,2.39018
1.39625,1.979,1.3745,1.11425,1.5695,5,5,2,5,1,5,5,1,5,5,5,1,2.56294
0.73925,1.10225,0.81725,1.99025,1.59425,2,5,5,1,5,5,2,5,2,5,5,1,1.6747
1.2492499,1.8905001,1.78775,0.74375,1.8215001,2,5,1,2,5,5,5,5,5,1,5,1,2.36929
1.17575,1.223,0.70325,0.635,0.6335,2,5,2,5,1,2,2,5,1,2,1,2,3.00161
1.8822501,1.0685,1.96925,1.43375,1.1975,5,5,5,1,5,5,5,1,5,5,5,2,1.60109
1.7360001,1.07375,1.1435001,1.90175,1.1240001,5,1,5,5,2,5,5,5,1,5,2,1,1.21857
1.4795,1.85525,1.2785001,1.52825,1.679,1,5,5,2,2,2,5,5,5,5,5,1,1.09958
0.65825,1.16225,0.83375,1.58225,1.78325,5,5,5,5,5,5,5,5,5,5,1,1,1.87755
1.48325,1.4315,0.59675,1.178,1.9985,2,5,5,1,5,5,1,2,5,5,5,1,1.3119
1.71575,1.65875,1.211,1.67,1.5635,5,5,5,2,5,5,5,2,5,2,5,2,1.41179
1.232,0.69275,1.20875,1.70975,1.39175,2,2,5,2,2,1,2,5,5,5,5,2,3.43665
1.3264999,1.3392501,1.082,1.1495,1.24625,5,1,2,5,2,5,5,5,2,5,2,1,2.09777
1.79525,1.17425,0.5375,1.25,0.98,5,5,1,2,5,5,5,5,1,2,5,1,1.82024
0.893,0.81875,1.31225,1.79375,0.60725,5,2,5,2,1,5,5,2,5,5,5,2,2.19624
1.3715,1.40375,0.86300004,1.526,1.655,5,5,5,5,5,5,5,5,2,5,5,2,1.84338
1.14125,1.24775,0.959,1.90025,1.403,5,1,5,5,5,5,5,2,5,5,2,2,1.1681
0.82175004,1.99175,0.50525,1.7255,1.54775,5,1,5,2,5,5,2,5,5,5,5,2,0.750718
1.676,0.9605,1.28375,0.98675,1.30475,5,5,5,5,2,5,5,5,2,5,5,1,3.09655
0.899,1.2275,0.65975,0.6935,1.34225,2,5,5,5,5,2,2,5,2,5,5,1,3.12157
1.14575,0.63199997,1.0205,1.49825,1.3759999,5,5,2,2,5,5,2,5,2,5,2,2,1.55096
1.487,1.706,1.18775,1.99325,1.05725,2,5,2,2,5,5,5,5,5,5,2,1,1.20398
0.707,0.61175,1.44275,0.7445,1.1682501,5,2,2,2,5,5,5,5,5,2,5,2,2.59654
1.63325,0.7685,1.20575,1.9580001,1.94675,5,2,5,1,5,5,2,5,2,1,5,2,0.767063
0.73025,0.63725,1.493,1.02275,1.3264999,2,2,1,5,2,1,5,2,5,2,2,2,2.3912
1.286,0.89524996,0.9125,0.69124997,0.5165,5,2,2,2,2,5,5,5,5,2,5,2,2.62884
0.88475,1.57325,1.23575,1.0895,1.346,5,5,5,5,2,2,5,5,5,2,2,1,2.522
0.54425,0.79925,1.75625,1.07075,1.58225,5,5,1,5,5,5,5,5,1,5,5,1,2.75159
1.30475,0.86975,0.93575,1.4449999,1.60025,5,2,5,5,5,5,5,5,5,1,5,2,1.71175
1.0055001,1.6475,1.16075,1.9625,1.53425,5,5,1,5,2,2,5,5,1,5,1,2,1.14945
1.3512499,0.62525,0.6125,1.19825,1.44425,5,2,5,2,2,5,5,5,5,2,2,1,3.05641
0.89675,1.88525,1.16225,1.19,1.82525,2,5,5,5,5,5,5,2,5,5,5,1,2.16147
0.90575004,1.5402501,1.82675,0.51725,1.04,5,5,5,2,5,5,5,2,5,5,2,1,4.69876
0.53375,0.656,1.2335,0.56375,1.55525,5,5,5,2,5,2,5,1,5,5,5,1,3.7339
0.78125,1.3865,1.4000001,1.0617499,1.949,1,5,5,5,5,5,5,2,5,2,5,1,2.59225
0.71375,1.574,0.59000003,1.22225,1.0445,5,5,5,2,5,5,1,5,5,5,2,1,1.58389
0.97925,1.81625,1.1570001,1.493,0.97475004,2,2,5,2,2,5,5,5,5,5,2,2,1.30004
0.98300004,1.595,0.6395,0.638,1.949,1,5,5,1,2,5,1,5,5,1,5,1,3.13196
1.60625,1.04075,0.737,1.673,0.584,5,5,1,2,5,5,5,5,5,5,5,1,1.48497
0.68975,0.77750003,0.77750003,1.34975,1.268,5,5,5,5,2,2,2,2,5,2,1,2,2.11275
0.6305,1.31225,1.7525,1.54925,0.67550004,5,5,5,5,5,5,5,2,5,2,2,2,1.80987
1.28525,0.97625,1.4990001,1.63175,1.1322501,5,2,5,1,1,5,5,2,5,5,5,1,1.4708
1.718,0.65,1.92575,1.973,1.22,5,5,2,5,1,5,5,5,2,5,5,1,1.44622
0.86074996,1.00325,0.5105,0.7535,1.90475,5,5,5,1,5,1,5,5,2,1,2,2,2.68005
0.512,0.6845,1.45925,1.004,1.4825001,5,5,5,5,1,1,2,5,2,2,1,2,2.15335
1.2485,0.79550004,1.28075,1.439,1.11725,2,5,1,1,5,5,1,5,1,5,2,1,1.24339
1.0295,1.11875,1.85975,1.5125,0.63199997,5,2,5,5,5,2,5,5,2,5,5,2,1.24766
0.57725,0.76175,0.80675,0.74825,1.0467501,5,1,5,5,2,1,5,5,1,5,5,1,3.03166
1.7622501,0.70925,0.602,0.66875,1.565,2,2,5,2,5,5,5,5,5,2,5,2,3.59931
0.5465,0.54425,0.93050003,1.121,1.28975,2,2,5,5,5,5,5,2,2,5,5,1,3.28582
1.40975,0.77750003,0.59225,1.811,0.6665,5,5,5,2,5,2,2,5,5,2,5,1,1.20784
0.74,0.9395,1.86275,1.64375,1.0947499,2,5,5,5,1,5,5,5,5,2,2,2,1.70758
0.81875,0.998,1.4382501,1.8065,0.72125,5,5,5,5,1,5,5,5,2,5,5,2,1.53482
1.5515,1.02425,0.5045,1.823,1.6932501,2,5,5,1,5,1,5,5,5,1,5,2,1.02121
1.32875,1.82825,1.19375,1.88975,0.79775,5,5,5,5,5,1,2,5,2,5,5,2,0.985746
1.57625,0.82774997,1.673,1.10675,0.56675,2,5,5,5,2,2,2,5,2,5,2,1,2.55441
1.5485001,1.51175,1.0992501,0.893,1.5875,5,5,5,5,5,5,1,1,5,2,5,1,2.99635
1.1765001,0.7085,1.07675,1.82225,1.0565,2,5,5,1,5,2,5,5,1,5,5,2,1.83193
0.92974997,0.81200004,1.7765,0.72725,1.598,5,5,5,5,5,5,5,5,1,5,5,1,4.63491
0.56675,0.53675,1.39475,0.57125,1.412,1,2,5,5,5,2,5,2,5,5,5,1,2.96054
1.25675,1.5095,1.12325,1.0685,1.1105,2,5,5,1,2,2,5,1,2,5,5,2,0.975498
0.64775,0.9365,1.31375,0.55025,1.9445,2,5,2,5,2,5,5,5,5,5,5,1,5.30641
1.4465001,0.803,0.55625,1.37,0.67925,2,2,2,2,5,2,5,5,5,5,2,1,3.23963
1.23875,1.4247501,1.0085,0.9455,1.93025,5,5,5,5,2,2,5,5,5,5,5,2,2.83312
1.1825,1.05875,1.73375,1.853,1.2327499,2,2,5,1,5,5,5,5,5,5,2,2,1.45205
0.806,1.93775,1.5965,0.51575,0.5675,5,5,2,5,2,1,5,5,5,5,2,2,5.4826
0.512,1.2987499,1.96325,1.56425,0.54125,2,5,5,2,1,5,5,2,5,5,5,2,1.56822
1.24325,1.0632501,0.6245,0.81425,1.57325,5,5,5,5,2,5,5,5,5,5,2,2,4.09688
1.52525,1.2590001,1.874,1.75175,1.66775,1,5,1,5,5,5,1,5,2,5,5,2,1.32272
1.13975,0.674,1.12025,1.9115,1.3985,1,5,5,1,5,5,5,5,2,5,2,1,1.60711
1.25975,1.65125,1.28825,1.913,1.7112501,1,5,5,2,5,2,5,5,5,5,1,2,0.94449
0.83599997,1.7622501,1.55975,1.6505,1.373,5,5,5,2,1,5,5,2,5,1,5,2,1.40743
1.96025,1.89275,1.91375,1.62725,1.78775,5,2,5,5,5,5,5,5,1,2,5,1,1.47947
0.96875,1.9325,1.9565,1.2875,1.5095,2,5,5,5,5,5,5,2,5,2,5,1,1.9848
0.9425,1.0715001,1.4449999,1.52525,1.55825,5,5,5,5,5,5,5,5,5,5,5,2,1.89613
1.2965,0.5045,1.3655,1.574,0.84575,5,5,5,2,5,5,1,5,5,5,1,2,1.67486
1.385,1.3610001,0.821,0.9365,1.89275,2,5,2,1,5,2,2,5,5,1,2,2,1.62036
1.781,1.98875,1.7622501,1.727,1.74425,5,5,5,5,1,5,2,1,1,2,1,2,1.31706
1.7495,1.25525,0.96575,1.9835,1.19075,5,5,5,5,1,5,5,2,5,5,5,1,1.41612
0.89524996,1.7030001,1.9580001,1.553,1.51475,2,5,1,5,2,5,2,5,5,2,5,2,1.40949
0.91925,1.21925,1.3115001,1.586,1.86725,5,1,2,5,5,5,5,5,5,5,5,2,1.40206
1.57775,1.064,0.82925,1.8125,1.6025,5,2,5,5,2,5,2,5,2,2,5,1,0.98963
0.596,1.2297499,1.58075,0.50975,0.75125,5,5,5,5,5,2,5,2,1,5,5,1,5.63543
1.7195001,0.73399997,1.89725,1.95275,0.63425,2,5,5,5,5,5,1,5,5,5,5,1,1.28258
0.56525,0.60425,1.0025,0.79775,0.7175,2,5,5,5,2,5,5,5,1,1,1,1,3.58923
1.238,1.24025,1.0699999,1.92875,0.87725,5,5,5,5,2,5,5,2,2,2,5,1,1.51609
1.5035,1.4367499,1.049,0.941,1.17875,5,2,2,5,1,5,5,5,5,5,5,2,2.50865
1.6745,1.75025,1.5912501,1.03625,1.1675,2,5,5,1,2,5,2,2,5,2,2,1,1.49609
0.6605,1.36025,0.7325,0.55775,1.232,2,5,5,1,1,2,5,2,2,5,5,1,1.35635
1.3445001,1.0827501,1.52,0.563,0.67025,2,2,5,2,5,5,2,5,5,5,5,1,2.88493
1.56725,1.34675,1.05725,1.70375,1.145,5,2,2,5,2,5,5,1,5,2,2,2,1.22493
0.971,0.83375,0.84424996,1.61,1.5215,1,5,5,5,5,5,5,5,5,5,5,2,1.74007
1.91075,1.91375,1.43525,1.367,1.03475,5,2,5,1,5,2,2,5,5,5,2,2,0.722718
0.6815,1.65125,0.63425,0.83075,1.1435001,1,2,1,2,5,2,5,5,5,5,5,1,1.45654
1.7075,1.18775,1.514,1.50275,0.62975,1,2,2,2,5,1,5,2,1,5,5,2,1.53218
1.99775,0.74224997,1.52225,1.36475,0.9005,2,5,1,1,2,5,5,2,5,5,2,2,0.939112
0.52775,1.85,1.0295,0.78725004,0.77674997,5,5,1,5,2,1,1,1,5,5,5,2,3.68739
1.7870001,0.89225,1.57775,0.95075,1.694,5,2,2,5,5,2,5,5,5,5,5,1,2.7361
1.415,0.7205,1.10375,1.32875,1.7975,5,2,5,2,5,1,1,5,1,1,2,1,2.25629
1.08575,1.541,0.50825,1.56875,1.9625,5,5,1,5,5,5,5,2,5,5,5,1,1.74545
0.713,1.22675,1.62425,1.322,1.39175,5,5,5,5,5,5,5,5,5,5,5,1,2.30386
1.8695,1.4082501,1.301,1.48025,0.93425,5,1,5,2,2,5,2,2,5,5,5,1,1.31578
1.622,1.49525,1.79075,0.86375,1.5635,2,2,2,5,2,5,2,5,5,5,5,2,2.16106
1.622,1.98875,1.76,0.566,0.82774997,5,1,5,5,2,5,5,2,5,2,1,1,4.78857
0.65675,1.31,0.85775,0.86074996,1.0632501,2,2,5,5,1,5,5,5,5,5,5,2,2.62231
0.80225,1.37825,0.6065,1.643,0.758,5,5,5,5,5,2,2,5,5,5,2,1,1.29866
1.9595,0.88025,1.84175,0.6905,1.3205,5,5,5,5,2,2,2,5,2,5,5,2,3.20104
0.542,1.39775,1.9265,1.84475,0.97625,1,2,5,2,5,2,5,2,2,5,5,2,1.6939
1.814,0.99425,0.68675,1.74875,0.518,5,5,5,2,2,5,2,5,1,5,5,2,1.16208
1.10525,1.9235001,1.595,1.55,1.57025,1,5,5,2,5,5,2,2,2,5,1,2,1.20164
1.4907501,0.9395,1.304,1.1105,0.85325,1,5,1,5,2,1,5,5,5,5,2,2,2.14724
1.3505,0.566,1.598,0.58325,1.4532499,5,2,5,5,5,1,2,5,5,5,5,2,2.96227
0.89524996,0.85775,1.8395001,1.268,1.19825,2,2,2,5,5,2,5,1,5,5,5,2,2.07281
0.9455,1.73,1.016,1.493,0.57875,5,5,5,5,2,5,1,5,5,1,5,1,1.78968
0.79775,1.4645,1.889,0.6695,1.61825,5,5,2,1,5,5,2,2,1,1,2,1,2.90699
1.9070001,1.22375,1.0797501,1.9565,1.73,1,2,1,1,2,2,5,2,2,5,5,1,1.24753
0.50975,1.0895,1.964,1.31,0.79025,5,2,2,5,2,2,5,2,5,5,1,1,1.95054
0.85249996,1.874,0.83525,1.835,1.118,2,2,5,5,5,5,5,1,2,2,5,1,1.24635
1.1135,1.163,1.4247501,1.16675,1.8095,1,5,5,2,5,2,2,1,2,5,5,2,0.875712
1.0115,0.69200003,0.875,0.8375,1.781,1,5,2,5,5,5,2,1,1,2,2,2,1.11158
1.985,0.878,1.31675,1.8665,0.929,5,5,2,5,5,5,5,1,5,2,5,2,1.44249
0.81425,0.93125,1.66475,1.799,1.57175,1,5,5,2,5,5,5,2,1,5,5,2,1.76399
1.07075,1.59425,1.2950001,1.09775,1.493,5,1,5,2,5,5,5,5,2,2,1,2,1.60425
1.5237501,1.7112501,1.475,1.538,1.676,1,5,1,5,5,5,5,5,5,2,5,1,1.76026
1.652,1.2620001,1.979,1.32875,1.97,5,2,5,2,5,1,5,5,5,5,5,2,1.52005
0.788,0.764,0.6365,0.75275004,1.3197501,5,5,5,2,5,5,5,1,5,1,5,2,3.24466
0.5135,0.755,0.701,0.66275,0.94850004,5,5,5,5,5,1,5,5,5,5,2,2,4.16877
1.80425,0.5015,0.84125,1.1112499,1.604,5,5,5,1,5,5,5,5,1,5,2,1,2.03026
1.07375,1.3640001,1.86125,0.98300004,0.91475,1,5,5,5,5,5,2,5,1,5,5,2,2.31123
1.14425,0.76625,1.553,0.70775,0.65,1,2,1,5,5,5,1,1,5,2,1,1,1.58793
1.796,0.67325,0.57125,1.10375,1.2425001,2,5,1,5,5,5,5,5,5,2,5,2,2.41045
1.985,1.175,0.5375,1.11725,1.04075,1,5,5,5,5,5,1,1,2,1,5,1,1.98112
1.988,1.625,0.6185,1.95875,0.89225,5,1,2,1,5,1,5,5,2,1,2,1,0.67443
1.63925,1.96025,0.7475,1.9385,1.96775,2,5,5,5,5,5,5,5,5,5,2,2,1.32468
1.48775,1.14125,0.5315,0.614,1.93175,2,5,2,2,1,2,5,5,5,2,5,2,2.87516
